state,district,month,demo_age_5_17,demo_age_17_,dataset
Chhattisgarh,Gariyaband,2025-03,30,405,demographic
Chhattisgarh,Gariyaband,2025-04,38,758,demographic
Chhattisgarh,Gariyaband,2025-05,17,333,demographic
Chhattisgarh,Gariyaband,2025-06,19,545,demographic
Chhattisgarh,Gariyaband,2025-07,15,198,demographic
Chhattisgarh,Gariyaband,2025-08,54,793,demographic
Chhattisgarh,Gariyaband,2025-09,21,499,demographic
Chhattisgarh,Gariyaband,2025-10,48,859,demographic
Chhattisgarh,Gariyaband,2025-11,28,486,demographic
Chhattisgarh,Gariyaband,2025-12,37,278,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-01,67,666,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-02,10,81,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-03,20,130,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-04,8,49,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-05,6,23,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-06,10,69,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-07,5,58,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-08,11,67,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-09,8,71,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-10,6,50,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-11,19,84,demographic
Chhattisgarh,Gaurela Pendra Marwahi,2025-12,7,47,demographic
Chhattisgarh,Janjgir Champa,2025-01,2257,34424,demographic
Chhattisgarh,Janjgir Champa,2025-02,84,1092,demographic
Chhattisgarh,Janjgir Champa,2025-03,122,1431,demographic
Chhattisgarh,Janjgir Champa,2025-04,82,1689,demographic
Chhattisgarh,Janjgir Champa,2025-05,52,844,demographic
Chhattisgarh,Janjgir Champa,2025-06,105,1247,demographic
Chhattisgarh,Janjgir Champa,2025-07,69,794,demographic
Chhattisgarh,Janjgir Champa,2025-08,152,2317,demographic
Chhattisgarh,Janjgir Champa,2025-09,135,1535,demographic
Chhattisgarh,Janjgir Champa,2025-10,86,1467,demographic
Chhattisgarh,Janjgir Champa,2025-11,137,1864,demographic
Chhattisgarh,Janjgir Champa,2025-12,111,1574,demographic
Chhattisgarh,Jashpur,2025-01,2783,22039,demographic
Chhattisgarh,Jashpur,2025-02,155,985,demographic
Chhattisgarh,Jashpur,2025-03,217,1013,demographic
Chhattisgarh,Jashpur,2025-04,179,860,demographic
Chhattisgarh,Jashpur,2025-05,104,399,demographic
Chhattisgarh,Jashpur,2025-06,148,591,demographic
Chhattisgarh,Jashpur,2025-07,108,459,demographic
Chhattisgarh,Jashpur,2025-08,230,1361,demographic
Chhattisgarh,Jashpur,2025-09,147,677,demographic
Chhattisgarh,Jashpur,2025-10,166,1095,demographic
Chhattisgarh,Jashpur,2025-11,147,1000,demographic
Chhattisgarh,Jashpur,2025-12,88,851,demographic
Chhattisgarh,Kabeerdham,2025-01,1060,9371,demographic
Chhattisgarh,Kabeerdham,2025-02,35,187,demographic
Chhattisgarh,Kabeerdham,2025-03,38,221,demographic
Chhattisgarh,Kabeerdham,2025-04,38,240,demographic
Chhattisgarh,Kabeerdham,2025-05,38,136,demographic
Chhattisgarh,Kabeerdham,2025-06,30,166,demographic
Chhattisgarh,Kabeerdham,2025-07,23,122,demographic
Chhattisgarh,Kabeerdham,2025-08,74,421,demographic
Chhattisgarh,Kabeerdham,2025-09,8,210,demographic
Chhattisgarh,Kabeerdham,2025-10,51,320,demographic
Chhattisgarh,Kabeerdham,2025-11,66,326,demographic
Chhattisgarh,Kabeerdham,2025-12,58,360,demographic
Chhattisgarh,Kanker,2025-01,568,5150,demographic
Chhattisgarh,Kanker,2025-02,68,530,demographic
Chhattisgarh,Kanker,2025-03,85,457,demographic
Chhattisgarh,Kanker,2025-04,71,736,demographic
Chhattisgarh,Kanker,2025-05,40,400,demographic
Chhattisgarh,Kanker,2025-06,69,471,demographic
Chhattisgarh,Kanker,2025-07,50,136,demographic
Chhattisgarh,Kanker,2025-08,80,762,demographic
Chhattisgarh,Kanker,2025-09,55,370,demographic
Chhattisgarh,Kanker,2025-10,71,652,demographic
Chhattisgarh,Kanker,2025-11,68,427,demographic
Chhattisgarh,Kanker,2025-12,74,666,demographic
Chhattisgarh,Kawardha,2025-01,933,16895,demographic
Chhattisgarh,Kawardha,2025-02,28,665,demographic
Chhattisgarh,Kawardha,2025-03,66,572,demographic
Chhattisgarh,Kawardha,2025-04,86,919,demographic
Chhattisgarh,Kawardha,2025-05,52,335,demographic
Chhattisgarh,Kawardha,2025-06,56,540,demographic
Chhattisgarh,Kawardha,2025-07,48,342,demographic
Chhattisgarh,Kawardha,2025-08,109,1124,demographic
Chhattisgarh,Kawardha,2025-09,74,616,demographic
Chhattisgarh,Kawardha,2025-10,111,1149,demographic
Chhattisgarh,Kawardha,2025-11,78,821,demographic
Chhattisgarh,Kawardha,2025-12,140,1170,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-01,187,1524,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-02,10,98,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-03,17,177,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-04,15,84,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-05,11,77,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-06,6,93,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-07,7,72,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-08,11,150,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,7,112,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,7,108,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,7,160,demographic
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,15,116,demographic
Chhattisgarh,Kondagaon,2025-01,901,17600,demographic
Chhattisgarh,Kondagaon,2025-02,104,558,demographic
Chhattisgarh,Kondagaon,2025-03,101,529,demographic
Chhattisgarh,Kondagaon,2025-04,91,788,demographic
Chhattisgarh,Kondagaon,2025-05,63,409,demographic
Chhattisgarh,Kondagaon,2025-06,66,462,demographic
Chhattisgarh,Kondagaon,2025-07,61,138,demographic
Chhattisgarh,Kondagaon,2025-08,93,753,demographic
Chhattisgarh,Kondagaon,2025-09,60,492,demographic
Chhattisgarh,Kondagaon,2025-10,101,826,demographic
Chhattisgarh,Kondagaon,2025-11,85,691,demographic
Chhattisgarh,Kondagaon,2025-12,79,1183,demographic
Chhattisgarh,Korba,2025-01,2431,27493,demographic
Chhattisgarh,Korba,2025-02,55,821,demographic
Chhattisgarh,Korba,2025-03,67,1096,demographic
Chhattisgarh,Korba,2025-04,54,813,demographic
Chhattisgarh,Korba,2025-05,40,533,demographic
Chhattisgarh,Korba,2025-06,60,916,demographic
Chhattisgarh,Korba,2025-07,28,484,demographic
Chhattisgarh,Korba,2025-08,77,1283,demographic
Chhattisgarh,Korba,2025-09,45,849,demographic
Chhattisgarh,Korba,2025-10,55,1011,demographic
Chhattisgarh,Korba,2025-11,68,1015,demographic
Chhattisgarh,Korba,2025-12,46,786,demographic
Chhattisgarh,Koriya,2025-01,678,8880,demographic
Chhattisgarh,Koriya,2025-02,30,515,demographic
Chhattisgarh,Koriya,2025-03,67,586,demographic
Chhattisgarh,Koriya,2025-04,53,606,demographic
Chhattisgarh,Koriya,2025-05,28,274,demographic
Chhattisgarh,Koriya,2025-06,56,394,demographic
Chhattisgarh,Koriya,2025-07,33,200,demographic
Chhattisgarh,Koriya,2025-08,61,906,demographic
Chhattisgarh,Koriya,2025-09,34,330,demographic
Chhattisgarh,Koriya,2025-10,63,663,demographic
Chhattisgarh,Koriya,2025-11,43,520,demographic
Chhattisgarh,Koriya,2025-12,52,707,demographic
Chhattisgarh,Mahasamund,2025-01,3699,57534,demographic
Chhattisgarh,Mahasamund,2025-02,94,1204,demographic
Chhattisgarh,Mahasamund,2025-03,96,1225,demographic
Chhattisgarh,Mahasamund,2025-04,102,1425,demographic
Chhattisgarh,Mahasamund,2025-05,45,542,demographic
Chhattisgarh,Mahasamund,2025-06,86,932,demographic
Chhattisgarh,Mahasamund,2025-07,62,407,demographic
Chhattisgarh,Mahasamund,2025-08,121,1633,demographic
Chhattisgarh,Mahasamund,2025-09,83,1054,demographic
Chhattisgarh,Mahasamund,2025-10,101,1318,demographic
Chhattisgarh,Mahasamund,2025-11,141,1400,demographic
Chhattisgarh,Mahasamund,2025-12,94,1269,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-01,7,97,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-02,9,164,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-03,10,117,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-04,12,113,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-05,11,109,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-06,7,88,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-07,9,147,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-08,24,171,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,7,88,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,11,123,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,13,168,demographic
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,9,102,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-01,15,56,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-02,1,0,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-03,0,3,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-04,0,6,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-05,0,4,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-06,1,4,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-07,1,1,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-08,2,2,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-09,0,1,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-10,0,2,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-11,2,6,demographic
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-12,0,2,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-01,1286,5388,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-02,60,263,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-03,56,347,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-04,48,275,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-05,41,194,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-06,72,328,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-07,47,321,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-08,94,430,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-09,43,264,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-10,72,404,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-11,103,405,demographic
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-12,77,354,demographic
Chhattisgarh,Mungeli,2025-01,1250,25099,demographic
Chhattisgarh,Mungeli,2025-02,42,508,demographic
Chhattisgarh,Mungeli,2025-03,53,654,demographic
Chhattisgarh,Mungeli,2025-04,58,931,demographic
Chhattisgarh,Mungeli,2025-05,22,293,demographic
Chhattisgarh,Mungeli,2025-06,40,575,demographic
Chhattisgarh,Mungeli,2025-07,38,446,demographic
Chhattisgarh,Mungeli,2025-08,99,1499,demographic
Chhattisgarh,Mungeli,2025-09,70,1275,demographic
Chhattisgarh,Mungeli,2025-10,58,878,demographic
Chhattisgarh,Mungeli,2025-11,72,851,demographic
Chhattisgarh,Mungeli,2025-12,80,1407,demographic
Chhattisgarh,Narayanpur,2025-01,679,5453,demographic
Chhattisgarh,Narayanpur,2025-02,14,30,demographic
Chhattisgarh,Narayanpur,2025-03,24,94,demographic
Chhattisgarh,Narayanpur,2025-04,44,170,demographic
Chhattisgarh,Narayanpur,2025-05,10,37,demographic
Chhattisgarh,Narayanpur,2025-06,14,45,demographic
Chhattisgarh,Narayanpur,2025-07,19,34,demographic
Chhattisgarh,Narayanpur,2025-08,23,162,demographic
Chhattisgarh,Narayanpur,2025-09,14,84,demographic
Chhattisgarh,Narayanpur,2025-10,18,114,demographic
Chhattisgarh,Narayanpur,2025-11,39,225,demographic
Chhattisgarh,Narayanpur,2025-12,25,131,demographic
Chhattisgarh,Raigarh,2025-01,1615,17585,demographic
Chhattisgarh,Raigarh,2025-02,71,1250,demographic
Chhattisgarh,Raigarh,2025-03,68,1392,demographic
Chhattisgarh,Raigarh,2025-04,86,1729,demographic
Chhattisgarh,Raigarh,2025-05,40,640,demographic
Chhattisgarh,Raigarh,2025-06,83,1448,demographic
Chhattisgarh,Raigarh,2025-07,48,626,demographic
Chhattisgarh,Raigarh,2025-08,75,2239,demographic
Chhattisgarh,Raigarh,2025-09,67,1359,demographic
Chhattisgarh,Raigarh,2025-10,62,1226,demographic
Chhattisgarh,Raigarh,2025-11,70,1550,demographic
Chhattisgarh,Raigarh,2025-12,70,1699,demographic
Chhattisgarh,Raipur,2025-01,4723,46880,demographic
Chhattisgarh,Raipur,2025-02,111,1262,demographic
Chhattisgarh,Raipur,2025-03,201,1442,demographic
Chhattisgarh,Raipur,2025-04,196,1787,demographic
Chhattisgarh,Raipur,2025-05,97,697,demographic
Chhattisgarh,Raipur,2025-06,172,1283,demographic
Chhattisgarh,Raipur,2025-07,97,636,demographic
Chhattisgarh,Raipur,2025-08,176,1902,demographic
Chhattisgarh,Raipur,2025-09,140,1334,demographic
Chhattisgarh,Raipur,2025-10,185,1604,demographic
Chhattisgarh,Raipur,2025-11,129,1228,demographic
Chhattisgarh,Raipur,2025-12,158,1642,demographic
Chhattisgarh,Rajnandgaon,2025-01,4006,60722,demographic
Chhattisgarh,Rajnandgaon,2025-02,107,1165,demographic
Chhattisgarh,Rajnandgaon,2025-03,136,1165,demographic
Chhattisgarh,Rajnandgaon,2025-04,130,2043,demographic
Chhattisgarh,Rajnandgaon,2025-05,66,825,demographic
Chhattisgarh,Rajnandgaon,2025-06,121,929,demographic
Chhattisgarh,Rajnandgaon,2025-07,71,450,demographic
Chhattisgarh,Rajnandgaon,2025-08,189,2170,demographic
Chhattisgarh,Rajnandgaon,2025-09,143,1628,demographic
Chhattisgarh,Rajnandgaon,2025-10,170,1448,demographic
Chhattisgarh,Rajnandgaon,2025-11,178,1494,demographic
Chhattisgarh,Rajnandgaon,2025-12,145,1700,demographic
Chhattisgarh,Sakti,2025-01,91,731,demographic
Chhattisgarh,Sakti,2025-02,27,272,demographic
Chhattisgarh,Sakti,2025-03,30,322,demographic
Chhattisgarh,Sakti,2025-04,11,203,demographic
Chhattisgarh,Sakti,2025-05,23,189,demographic
Chhattisgarh,Sakti,2025-06,26,290,demographic
Chhattisgarh,Sakti,2025-07,15,131,demographic
Chhattisgarh,Sakti,2025-08,37,301,demographic
Chhattisgarh,Sakti,2025-09,33,280,demographic
Chhattisgarh,Sakti,2025-10,24,231,demographic
Chhattisgarh,Sakti,2025-11,18,279,demographic
Chhattisgarh,Sakti,2025-12,21,230,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-01,12,168,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-02,13,225,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-03,12,227,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-04,13,161,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-05,10,125,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-06,14,224,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-07,3,122,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-08,18,275,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-09,21,277,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-10,14,243,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-11,24,300,demographic
Chhattisgarh,Sarangarh Bilaigarh,2025-12,15,200,demographic
Chhattisgarh,Sukma,2025-01,216,1435,demographic
Chhattisgarh,Sukma,2025-02,43,190,demographic
Chhattisgarh,Sukma,2025-03,38,177,demographic
Chhattisgarh,Sukma,2025-04,51,283,demographic
Chhattisgarh,Sukma,2025-05,16,170,demographic
Chhattisgarh,Sukma,2025-06,29,234,demographic
Chhattisgarh,Sukma,2025-07,27,145,demographic
Chhattisgarh,Sukma,2025-08,59,615,demographic
Chhattisgarh,Sukma,2025-09,53,255,demographic
Chhattisgarh,Sukma,2025-10,35,296,demographic
Chhattisgarh,Sukma,2025-11,54,405,demographic
Chhattisgarh,Sukma,2025-12,34,310,demographic
Chhattisgarh,Surajpur,2025-01,506,6873,demographic
Chhattisgarh,Surajpur,2025-02,97,1149,demographic
Chhattisgarh,Surajpur,2025-03,67,825,demographic
Chhattisgarh,Surajpur,2025-04,73,1166,demographic
Chhattisgarh,Surajpur,2025-05,35,387,demographic
Chhattisgarh,Surajpur,2025-06,77,631,demographic
Chhattisgarh,Surajpur,2025-07,63,246,demographic
Chhattisgarh,Surajpur,2025-08,138,1490,demographic
Chhattisgarh,Surajpur,2025-09,110,1229,demographic
Chhattisgarh,Surajpur,2025-10,82,1126,demographic
Chhattisgarh,Surajpur,2025-11,109,1054,demographic
Chhattisgarh,Surajpur,2025-12,99,1035,demographic
Chhattisgarh,Surguja,2025-01,2916,32828,demographic
Chhattisgarh,Surguja,2025-02,133,1881,demographic
Chhattisgarh,Surguja,2025-03,147,1239,demographic
Chhattisgarh,Surguja,2025-04,154,1595,demographic
Chhattisgarh,Surguja,2025-05,88,711,demographic
Chhattisgarh,Surguja,2025-06,117,1379,demographic
Chhattisgarh,Surguja,2025-07,103,749,demographic
Chhattisgarh,Surguja,2025-08,201,2384,demographic
Chhattisgarh,Surguja,2025-09,142,1750,demographic
Chhattisgarh,Surguja,2025-10,159,1955,demographic
Chhattisgarh,Surguja,2025-11,146,1414,demographic
Chhattisgarh,Surguja,2025-12,114,1882,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-01,105,1155,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-02,22,242,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-03,27,340,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-04,33,396,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-05,15,31,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-06,30,351,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-07,19,72,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-08,32,489,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-09,29,339,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-10,33,340,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-11,22,248,demographic
Chhattisgarh,Uttar Bastar Kanker,2025-12,47,398,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-01,0,2,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-02,1,6,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-03,3,4,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-04,0,15,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-05,1,7,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-06,0,2,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-07,0,8,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-08,2,7,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-09,1,9,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-10,2,4,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-11,0,4,demographic
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-12,0,4,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-01,147,1127,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-02,21,81,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-03,34,90,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-04,40,107,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-05,36,41,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-06,71,116,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-07,43,68,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-08,32,154,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-09,39,117,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-10,18,88,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-11,47,131,demographic
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-12,23,82,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-01,4,33,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-02,2,57,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-03,5,67,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-04,1,32,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-05,2,45,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-06,8,61,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-07,10,42,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-08,2,62,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-09,1,38,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-10,3,45,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-11,3,46,demographic
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-12,11,77,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-01,18,317,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-02,4,16,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-03,3,30,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-04,0,24,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-05,0,22,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-06,2,37,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-07,0,13,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-08,1,22,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-09,1,32,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-10,2,21,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-11,1,24,demographic
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-12,4,28,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-01,23,104,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-02,1,2,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-03,1,3,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-04,0,9,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-05,0,5,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-06,1,3,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-07,1,3,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-08,0,2,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-09,0,5,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-10,0,8,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-11,0,5,demographic
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-12,0,5,demographic
Daman & Diu,Daman,2025-01,2,21,demographic
Daman & Diu,Daman,2025-02,1,12,demographic
Daman & Diu,Daman,2025-03,0,10,demographic
Daman & Diu,Daman,2025-04,0,8,demographic
Daman & Diu,Daman,2025-05,0,2,demographic
Daman & Diu,Daman,2025-06,1,12,demographic
Daman & Diu,Daman,2025-07,0,4,demographic
Daman & Diu,Daman,2025-08,1,15,demographic
Daman & Diu,Daman,2025-09,0,6,demographic
Daman & Diu,Daman,2025-10,0,11,demographic
Daman & Diu,Daman,2025-11,0,8,demographic
Daman & Diu,Daman,2025-12,1,12,demographic
Daman & Diu,Diu,2025-01,0,2,demographic
Daman & Diu,Diu,2025-02,0,5,demographic
Daman & Diu,Diu,2025-03,0,5,demographic
Daman & Diu,Diu,2025-04,1,9,demographic
Daman & Diu,Diu,2025-05,0,2,demographic
Daman & Diu,Diu,2025-06,0,7,demographic
Daman & Diu,Diu,2025-07,0,3,demographic
Daman & Diu,Diu,2025-08,2,11,demographic
Daman & Diu,Diu,2025-09,2,6,demographic
Daman & Diu,Diu,2025-10,1,5,demographic
Daman & Diu,Diu,2025-11,0,8,demographic
Daman & Diu,Diu,2025-12,0,10,demographic
Daman And Diu,Daman,2025-01,20,202,demographic
Daman And Diu,Daman,2025-02,5,25,demographic
Daman And Diu,Daman,2025-03,3,34,demographic
Daman And Diu,Daman,2025-04,3,25,demographic
Daman And Diu,Daman,2025-05,3,6,demographic
Daman And Diu,Daman,2025-06,7,26,demographic
Daman And Diu,Daman,2025-07,2,14,demographic
Daman And Diu,Daman,2025-08,3,24,demographic
Daman And Diu,Daman,2025-09,4,27,demographic
Daman And Diu,Daman,2025-10,5,18,demographic
Daman And Diu,Daman,2025-11,6,30,demographic
Daman And Diu,Daman,2025-12,7,34,demographic
Daman And Diu,Diu,2025-01,2,1,demographic
Daman And Diu,Diu,2025-02,1,10,demographic
Daman And Diu,Diu,2025-03,0,5,demographic
Daman And Diu,Diu,2025-04,9,24,demographic
Daman And Diu,Diu,2025-05,0,6,demographic
Daman And Diu,Diu,2025-06,1,12,demographic
Daman And Diu,Diu,2025-07,1,10,demographic
Daman And Diu,Diu,2025-08,0,12,demographic
Daman And Diu,Diu,2025-09,3,18,demographic
Daman And Diu,Diu,2025-10,2,10,demographic
Daman And Diu,Diu,2025-11,2,20,demographic
Daman And Diu,Diu,2025-12,2,17,demographic
Delhi,Central Delhi,2025-01,1743,18480,demographic
Delhi,Central Delhi,2025-02,58,431,demographic
Delhi,Central Delhi,2025-03,48,400,demographic
Delhi,Central Delhi,2025-04,56,442,demographic
Delhi,Central Delhi,2025-05,23,189,demographic
Delhi,Central Delhi,2025-06,63,473,demographic
Delhi,Central Delhi,2025-07,37,375,demographic
Delhi,Central Delhi,2025-08,93,583,demographic
Delhi,Central Delhi,2025-09,41,382,demographic
Delhi,Central Delhi,2025-10,59,398,demographic
Delhi,Central Delhi,2025-11,67,522,demographic
Delhi,Central Delhi,2025-12,43,443,demographic
Delhi,East Delhi,2025-01,13054,74231,demographic
Delhi,East Delhi,2025-02,135,1048,demographic
Delhi,East Delhi,2025-03,174,1438,demographic
Delhi,East Delhi,2025-04,163,1327,demographic
Delhi,East Delhi,2025-05,94,857,demographic
Delhi,East Delhi,2025-06,165,1235,demographic
Delhi,East Delhi,2025-07,87,751,demographic
