state,district,month,bio_age_5_17,bio_age_17_
Bihar,Samastipur,2025-07,613,931
Bihar,Samastipur,2025-08,790,1127
Bihar,Samastipur,2025-09,1110,1641
Bihar,Samastipur,2025-10,962,1341
Bihar,Samastipur,2025-11,1195,1714
Bihar,Samastipur,2025-12,1307,1808
Bihar,Samstipur,2025-01,2,9
Bihar,Samstipur,2025-02,2,5
Bihar,Samstipur,2025-03,1,8
Bihar,Samstipur,2025-04,0,13
Bihar,Samstipur,2025-05,0,8
Bihar,Samstipur,2025-06,0,6
Bihar,Samstipur,2025-07,0,4
Bihar,Samstipur,2025-08,1,3
Bihar,Samstipur,2025-09,0,9
Bihar,Samstipur,2025-10,0,9
Bihar,Samstipur,2025-11,2,10
Bihar,Samstipur,2025-12,0,12
Bihar,Saran,2025-01,41558,53741
Bihar,Saran,2025-02,885,1232
Bihar,Saran,2025-03,939,1450
Bihar,Saran,2025-04,733,1143
Bihar,Saran,2025-05,537,915
Bihar,Saran,2025-06,958,1508
Bihar,Saran,2025-07,442,722
Bihar,Saran,2025-08,617,924
Bihar,Saran,2025-09,890,1419
Bihar,Saran,2025-10,859,1275
Bihar,Saran,2025-11,1012,1606
Bihar,Saran,2025-12,945,1461
Bihar,Sheikhpura,2025-01,9917,14453
Bihar,Sheikhpura,2025-02,237,373
Bihar,Sheikhpura,2025-03,314,503
Bihar,Sheikhpura,2025-04,245,303
Bihar,Sheikhpura,2025-05,155,256
Bihar,Sheikhpura,2025-06,402,468
Bihar,Sheikhpura,2025-07,129,242
Bihar,Sheikhpura,2025-08,354,307
Bihar,Sheikhpura,2025-09,488,396
Bihar,Sheikhpura,2025-10,267,327
Bihar,Sheikhpura,2025-11,370,480
Bihar,Sheikhpura,2025-12,336,419
Bihar,Sheikpura,2025-01,0,5
Bihar,Sheikpura,2025-02,0,5
Bihar,Sheikpura,2025-03,1,3
Bihar,Sheikpura,2025-04,0,2
Bihar,Sheikpura,2025-05,0,1
Bihar,Sheikpura,2025-06,1,7
Bihar,Sheikpura,2025-07,0,1
Bihar,Sheikpura,2025-08,0,4
Bihar,Sheikpura,2025-09,0,7
Bihar,Sheikpura,2025-10,0,12
Bihar,Sheikpura,2025-11,0,7
Bihar,Sheikpura,2025-12,0,8
Bihar,Sheohar,2025-01,8759,12646
Bihar,Sheohar,2025-02,221,337
Bihar,Sheohar,2025-03,231,449
Bihar,Sheohar,2025-04,183,271
Bihar,Sheohar,2025-05,103,176
Bihar,Sheohar,2025-06,207,339
Bihar,Sheohar,2025-07,110,193
Bihar,Sheohar,2025-08,138,219
Bihar,Sheohar,2025-09,226,402
Bihar,Sheohar,2025-10,191,246
Bihar,Sheohar,2025-11,210,343
Bihar,Sheohar,2025-12,198,284
Bihar,Sitamarhi,2025-01,59905,62694
Bihar,Sitamarhi,2025-02,1288,1648
Bihar,Sitamarhi,2025-03,1315,1933
Bihar,Sitamarhi,2025-04,1015,1410
Bihar,Sitamarhi,2025-05,584,902
Bihar,Sitamarhi,2025-06,1223,1767
Bihar,Sitamarhi,2025-07,641,924
Bihar,Sitamarhi,2025-08,803,1135
Bihar,Sitamarhi,2025-09,1276,1847
Bihar,Sitamarhi,2025-10,896,1390
Bihar,Sitamarhi,2025-11,1055,1676
Bihar,Sitamarhi,2025-12,975,1443
Bihar,Siwan,2025-01,35515,44588
Bihar,Siwan,2025-02,825,1305
Bihar,Siwan,2025-03,859,1461
Bihar,Siwan,2025-04,622,1191
Bihar,Siwan,2025-05,422,695
Bihar,Siwan,2025-06,835,1254
Bihar,Siwan,2025-07,386,616
Bihar,Siwan,2025-08,542,893
Bihar,Siwan,2025-09,795,1254
Bihar,Siwan,2025-10,658,1191
Bihar,Siwan,2025-11,872,1405
Bihar,Siwan,2025-12,747,1245
Bihar,Supaul,2025-01,32236,42602
Bihar,Supaul,2025-02,617,1006
Bihar,Supaul,2025-03,595,1092
Bihar,Supaul,2025-04,426,787
Bihar,Supaul,2025-05,378,605
Bihar,Supaul,2025-06,737,1205
Bihar,Supaul,2025-07,316,593
Bihar,Supaul,2025-08,407,692
Bihar,Supaul,2025-09,676,1148
Bihar,Supaul,2025-10,514,932
Bihar,Supaul,2025-11,598,1043
Bihar,Supaul,2025-12,529,837
Bihar,Vaishali,2025-01,49919,63529
Bihar,Vaishali,2025-02,969,1363
Bihar,Vaishali,2025-03,1107,1651
Bihar,Vaishali,2025-04,758,1208
Bihar,Vaishali,2025-05,541,895
Bihar,Vaishali,2025-06,991,1494
Bihar,Vaishali,2025-07,438,655
Bihar,Vaishali,2025-08,685,952
Bihar,Vaishali,2025-09,939,1473
Bihar,Vaishali,2025-10,878,1445
Bihar,Vaishali,2025-11,1048,1669
Bihar,Vaishali,2025-12,997,1701
Bihar,West Champaran,2025-01,51913,57916
Bihar,West Champaran,2025-02,1041,1488
Bihar,West Champaran,2025-03,1075,1704
Bihar,West Champaran,2025-04,887,1301
Bihar,West Champaran,2025-05,628,986
Bihar,West Champaran,2025-06,1138,1672
Bihar,West Champaran,2025-07,640,963
Bihar,West Champaran,2025-08,687,1061
Bihar,West Champaran,2025-09,1157,1664
Bihar,West Champaran,2025-10,754,1258
Bihar,West Champaran,2025-11,968,1667
Bihar,West Champaran,2025-12,811,1208
Chandigarh,Chandigarh,2025-01,41560,17935
Chandigarh,Chandigarh,2025-02,481,308
Chandigarh,Chandigarh,2025-03,356,344
Chandigarh,Chandigarh,2025-04,269,262
Chandigarh,Chandigarh,2025-05,260,297
Chandigarh,Chandigarh,2025-06,305,271
Chandigarh,Chandigarh,2025-07,169,206
Chandigarh,Chandigarh,2025-08,183,239
Chandigarh,Chandigarh,2025-09,278,355
Chandigarh,Chandigarh,2025-10,269,293
Chandigarh,Chandigarh,2025-11,326,380
Chandigarh,Chandigarh,2025-12,294,322
Chandigarh,Mohali,2025-03,1,0
Chandigarh,Mohali,2025-08,0,1
Chandigarh,Mohali,2025-12,0,2
Chandigarh,Rupnagar,2025-01,0,1
Chandigarh,Rupnagar,2025-02,0,1
Chandigarh,Rupnagar,2025-05,0,1
Chandigarh,Rupnagar,2025-08,0,2
Chandigarh,Rupnagar,2025-09,1,0
Chandigarh,Rupnagar,2025-10,0,1
Chandigarh,Rupnagar,2025-11,0,1
Chhatisgarh,Raipur,2025-08,0,1
Chhatisgarh,Raipur,2025-11,0,1
Chhatisgarh,Raipur,2025-12,1,0
Chhattisgarh,Balod,2025-01,9933,36736
Chhattisgarh,Balod,2025-02,831,836
Chhattisgarh,Balod,2025-03,861,801
Chhattisgarh,Balod,2025-04,867,531
Chhattisgarh,Balod,2025-05,628,378
Chhattisgarh,Balod,2025-06,733,688
Chhattisgarh,Balod,2025-07,612,326
Chhattisgarh,Balod,2025-08,562,554
Chhattisgarh,Balod,2025-09,802,877
Chhattisgarh,Balod,2025-10,594,828
Chhattisgarh,Balod,2025-11,763,873
Chhattisgarh,Balod,2025-12,583,812
Chhattisgarh,Baloda Bazar,2025-01,18707,61494
Chhattisgarh,Baloda Bazar,2025-02,1573,1104
Chhattisgarh,Baloda Bazar,2025-03,1542,1253
Chhattisgarh,Baloda Bazar,2025-04,912,727
Chhattisgarh,Baloda Bazar,2025-05,1099,643
Chhattisgarh,Baloda Bazar,2025-06,1623,1029
Chhattisgarh,Baloda Bazar,2025-07,1110,599
Chhattisgarh,Baloda Bazar,2025-08,1417,836
Chhattisgarh,Baloda Bazar,2025-09,2027,1196
Chhattisgarh,Baloda Bazar,2025-10,1593,1041
Chhattisgarh,Baloda Bazar,2025-11,1757,1249
Chhattisgarh,Baloda Bazar,2025-12,1674,1109
Chhattisgarh,Balrampur,2025-01,6703,20827
Chhattisgarh,Balrampur,2025-02,509,557
Chhattisgarh,Balrampur,2025-03,487,597
Chhattisgarh,Balrampur,2025-04,292,353
Chhattisgarh,Balrampur,2025-05,313,293
Chhattisgarh,Balrampur,2025-06,461,523
Chhattisgarh,Balrampur,2025-07,282,265
Chhattisgarh,Balrampur,2025-08,404,404
Chhattisgarh,Balrampur,2025-09,572,529
Chhattisgarh,Balrampur,2025-10,564,622
Chhattisgarh,Balrampur,2025-11,633,631
Chhattisgarh,Balrampur,2025-12,582,578
Chhattisgarh,Bastar,2025-01,10010,41224
Chhattisgarh,Bastar,2025-02,730,900
Chhattisgarh,Bastar,2025-03,606,987
Chhattisgarh,Bastar,2025-04,497,945
Chhattisgarh,Bastar,2025-05,522,469
Chhattisgarh,Bastar,2025-06,803,839
Chhattisgarh,Bastar,2025-07,457,474
Chhattisgarh,Bastar,2025-08,620,897
Chhattisgarh,Bastar,2025-09,958,1216
Chhattisgarh,Bastar,2025-10,784,1128
Chhattisgarh,Bastar,2025-11,1026,1312
Chhattisgarh,Bastar,2025-12,892,1250
Chhattisgarh,Bemetara,2025-01,12633,53484
Chhattisgarh,Bemetara,2025-02,1194,1098
Chhattisgarh,Bemetara,2025-03,1099,1133
Chhattisgarh,Bemetara,2025-04,608,658
Chhattisgarh,Bemetara,2025-05,532,541
Chhattisgarh,Bemetara,2025-06,838,933
Chhattisgarh,Bemetara,2025-07,585,511
Chhattisgarh,Bemetara,2025-08,795,809
Chhattisgarh,Bemetara,2025-09,1308,1205
Chhattisgarh,Bemetara,2025-10,1026,1062
Chhattisgarh,Bemetara,2025-11,1386,1309
Chhattisgarh,Bemetara,2025-12,1089,1169
Chhattisgarh,Bijapur,2025-01,6385,10508
Chhattisgarh,Bijapur,2025-02,250,355
Chhattisgarh,Bijapur,2025-03,222,301
Chhattisgarh,Bijapur,2025-04,124,254
Chhattisgarh,Bijapur,2025-05,141,234
Chhattisgarh,Bijapur,2025-06,138,179
Chhattisgarh,Bijapur,2025-07,79,141
Chhattisgarh,Bijapur,2025-08,101,155
Chhattisgarh,Bijapur,2025-09,129,249
Chhattisgarh,Bijapur,2025-10,121,187
Chhattisgarh,Bijapur,2025-11,155,242
Chhattisgarh,Bijapur,2025-12,149,335
Chhattisgarh,Bilaspur,2025-01,23351,85193
Chhattisgarh,Bilaspur,2025-02,2192,1927
Chhattisgarh,Bilaspur,2025-03,2224,2066
Chhattisgarh,Bilaspur,2025-04,826,1188
Chhattisgarh,Bilaspur,2025-05,942,1106
Chhattisgarh,Bilaspur,2025-06,1696,1760
Chhattisgarh,Bilaspur,2025-07,942,1063
Chhattisgarh,Bilaspur,2025-08,1211,1548
Chhattisgarh,Bilaspur,2025-09,1870,2102
Chhattisgarh,Bilaspur,2025-10,1582,1693
Chhattisgarh,Bilaspur,2025-11,1989,2165
Chhattisgarh,Bilaspur,2025-12,1776,1938
Chhattisgarh,Dakshin Bastar Dantewada,2025-01,3884,12465
Chhattisgarh,Dakshin Bastar Dantewada,2025-02,214,303
Chhattisgarh,Dakshin Bastar Dantewada,2025-03,163,316
Chhattisgarh,Dakshin Bastar Dantewada,2025-04,151,269
Chhattisgarh,Dakshin Bastar Dantewada,2025-05,135,144
Chhattisgarh,Dakshin Bastar Dantewada,2025-06,128,211
Chhattisgarh,Dakshin Bastar Dantewada,2025-07,89,146
Chhattisgarh,Dakshin Bastar Dantewada,2025-08,112,154
Chhattisgarh,Dakshin Bastar Dantewada,2025-09,188,331
Chhattisgarh,Dakshin Bastar Dantewada,2025-10,162,256
Chhattisgarh,Dakshin Bastar Dantewada,2025-11,188,383
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,282,347
Chhattisgarh,Dantewada,2025-01,2437,9076
Chhattisgarh,Dantewada,2025-02,103,248
Chhattisgarh,Dantewada,2025-03,102,206
Chhattisgarh,Dantewada,2025-04,88,206
Chhattisgarh,Dantewada,2025-05,75,159
Chhattisgarh,Dantewada,2025-06,86,165
Chhattisgarh,Dantewada,2025-07,69,103
Chhattisgarh,Dantewada,2025-08,123,207
Chhattisgarh,Dantewada,2025-09,154,235
Chhattisgarh,Dantewada,2025-10,152,199
Chhattisgarh,Dantewada,2025-11,170,274
Chhattisgarh,Dantewada,2025-12,180,220
Chhattisgarh,Dhamtari,2025-01,8653,42954
Chhattisgarh,Dhamtari,2025-02,768,1043
Chhattisgarh,Dhamtari,2025-03,710,1033
Chhattisgarh,Dhamtari,2025-04,462,705
Chhattisgarh,Dhamtari,2025-05,582,606
Chhattisgarh,Dhamtari,2025-06,865,798
Chhattisgarh,Dhamtari,2025-07,482,447
Chhattisgarh,Dhamtari,2025-08,571,801
Chhattisgarh,Dhamtari,2025-09,978,1051
Chhattisgarh,Dhamtari,2025-10,842,803
Chhattisgarh,Dhamtari,2025-11,1039,1012
Chhattisgarh,Dhamtari,2025-12,712,926
Chhattisgarh,Durg,2025-01,22454,73042
Chhattisgarh,Durg,2025-02,3805,1582
Chhattisgarh,Durg,2025-03,3606,1482
Chhattisgarh,Durg,2025-04,905,1155
Chhattisgarh,Durg,2025-05,1736,612
Chhattisgarh,Durg,2025-06,2971,1085
Chhattisgarh,Durg,2025-07,1526,639
Chhattisgarh,Durg,2025-08,2184,1026
Chhattisgarh,Durg,2025-09,3750,1454
Chhattisgarh,Durg,2025-10,2926,1202
Chhattisgarh,Durg,2025-11,3705,1606
Chhattisgarh,Durg,2025-12,2420,1505
Chhattisgarh,Gariyaband,2025-01,5444,21418
Chhattisgarh,Gariyaband,2025-02,650,933
Chhattisgarh,Gariyaband,2025-03,436,847
Chhattisgarh,Gariyaband,2025-04,341,321
Chhattisgarh,Gariyaband,2025-05,288,384
Chhattisgarh,Gariyaband,2025-06,430,612
Chhattisgarh,Gariyaband,2025-07,264,270
Chhattisgarh,Gariyaband,2025-08,323,353
Chhattisgarh,Gariyaband,2025-09,596,663
Chhattisgarh,Gariyaband,2025-10,588,696
Chhattisgarh,Gariyaband,2025-11,623,560
Chhattisgarh,Gariyaband,2025-12,573,561
Chhattisgarh,Gaurela Pendra Marwahi,2025-01,282,1387
Chhattisgarh,Gaurela Pendra Marwahi,2025-02,35,16
Chhattisgarh,Gaurela Pendra Marwahi,2025-03,37,13
Chhattisgarh,Gaurela Pendra Marwahi,2025-04,10,6
Chhattisgarh,Gaurela Pendra Marwahi,2025-05,11,4
Chhattisgarh,Gaurela Pendra Marwahi,2025-06,29,7
Chhattisgarh,Gaurela Pendra Marwahi,2025-07,7,4
Chhattisgarh,Gaurela Pendra Marwahi,2025-08,9,6
Chhattisgarh,Gaurela Pendra Marwahi,2025-09,10,11
Chhattisgarh,Gaurela Pendra Marwahi,2025-10,10,7
Chhattisgarh,Gaurela Pendra Marwahi,2025-11,8,14
Chhattisgarh,Gaurela Pendra Marwahi,2025-12,13,5
Chhattisgarh,Janjgir Champa,2025-01,20643,83745
Chhattisgarh,Janjgir Champa,2025-02,1192,2090
Chhattisgarh,Janjgir Champa,2025-03,989,1971
Chhattisgarh,Janjgir Champa,2025-04,657,1072
Chhattisgarh,Janjgir Champa,2025-05,621,945
Chhattisgarh,Janjgir Champa,2025-06,977,1645
Chhattisgarh,Janjgir Champa,2025-07,645,894
Chhattisgarh,Janjgir Champa,2025-08,943,1525
Chhattisgarh,Janjgir Champa,2025-09,1234,1961
Chhattisgarh,Janjgir Champa,2025-10,923,1637
Chhattisgarh,Janjgir Champa,2025-11,1280,2119
Chhattisgarh,Janjgir Champa,2025-12,1232,1718
Chhattisgarh,Jashpur,2025-01,9626,29927
Chhattisgarh,Jashpur,2025-02,2006,660
Chhattisgarh,Jashpur,2025-03,1913,758
Chhattisgarh,Jashpur,2025-04,616,373
Chhattisgarh,Jashpur,2025-05,658,422
Chhattisgarh,Jashpur,2025-06,1035,614
Chhattisgarh,Jashpur,2025-07,554,355
Chhattisgarh,Jashpur,2025-08,606,578
Chhattisgarh,Jashpur,2025-09,960,763
Chhattisgarh,Jashpur,2025-10,864,657
Chhattisgarh,Jashpur,2025-11,991,790
Chhattisgarh,Jashpur,2025-12,784,675
Chhattisgarh,Kabeerdham,2025-01,4771,10897
Chhattisgarh,Kabeerdham,2025-02,573,291
Chhattisgarh,Kabeerdham,2025-03,498,339
Chhattisgarh,Kabeerdham,2025-04,337,115
Chhattisgarh,Kabeerdham,2025-05,329,137
Chhattisgarh,Kabeerdham,2025-06,505,246
Chhattisgarh,Kabeerdham,2025-07,387,116
Chhattisgarh,Kabeerdham,2025-08,476,174
Chhattisgarh,Kabeerdham,2025-09,634,197
Chhattisgarh,Kabeerdham,2025-10,601,194
Chhattisgarh,Kabeerdham,2025-11,628,235
Chhattisgarh,Kabeerdham,2025-12,617,207
Chhattisgarh,Kanker,2025-01,6522,21305
Chhattisgarh,Kanker,2025-02,658,767
Chhattisgarh,Kanker,2025-03,598,754
Chhattisgarh,Kanker,2025-04,395,442
Chhattisgarh,Kanker,2025-05,332,323
Chhattisgarh,Kanker,2025-06,419,520
Chhattisgarh,Kanker,2025-07,327,256
Chhattisgarh,Kanker,2025-08,494,371
Chhattisgarh,Kanker,2025-09,698,524
Chhattisgarh,Kanker,2025-10,593,480
Chhattisgarh,Kanker,2025-11,759,603
Chhattisgarh,Kanker,2025-12,684,511
Chhattisgarh,Kawardha,2025-01,7637,24835
Chhattisgarh,Kawardha,2025-02,868,534
Chhattisgarh,Kawardha,2025-03,746,631
Chhattisgarh,Kawardha,2025-04,550,303
Chhattisgarh,Kawardha,2025-05,456,333
Chhattisgarh,Kawardha,2025-06,631,449
Chhattisgarh,Kawardha,2025-07,535,268
Chhattisgarh,Kawardha,2025-08,587,387
Chhattisgarh,Kawardha,2025-09,853,529
Chhattisgarh,Kawardha,2025-10,778,496
Chhattisgarh,Kawardha,2025-11,901,564
Chhattisgarh,Kawardha,2025-12,800,529
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-01,90,713
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-02,2,12
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-03,3,14
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-04,2,14
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-05,1,4
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-06,2,8
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-07,1,2
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-08,3,11
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,1,17
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,4,8
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,1,10
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,0,8
Chhattisgarh,Kondagaon,2025-01,5759,26210
Chhattisgarh,Kondagaon,2025-02,643,630
Chhattisgarh,Kondagaon,2025-03,632,699
Chhattisgarh,Kondagaon,2025-04,296,513
Chhattisgarh,Kondagaon,2025-05,309,399
Chhattisgarh,Kondagaon,2025-06,440,528
Chhattisgarh,Kondagaon,2025-07,267,315
Chhattisgarh,Kondagaon,2025-08,471,407
Chhattisgarh,Kondagaon,2025-09,545,550
Chhattisgarh,Kondagaon,2025-10,637,546
Chhattisgarh,Kondagaon,2025-11,605,621
Chhattisgarh,Kondagaon,2025-12,550,635
Chhattisgarh,Korba,2025-01,18895,44392
Chhattisgarh,Korba,2025-02,411,1296
Chhattisgarh,Korba,2025-03,400,1362
Chhattisgarh,Korba,2025-04,210,556
Chhattisgarh,Korba,2025-05,246,613
Chhattisgarh,Korba,2025-06,434,1001
Chhattisgarh,Korba,2025-07,249,558
Chhattisgarh,Korba,2025-08,390,596
Chhattisgarh,Korba,2025-09,751,1216
Chhattisgarh,Korba,2025-10,661,974
Chhattisgarh,Korba,2025-11,657,1067
Chhattisgarh,Korba,2025-12,703,993
Chhattisgarh,Koriya,2025-01,8124,27167
Chhattisgarh,Koriya,2025-02,499,827
Chhattisgarh,Koriya,2025-03,479,745
Chhattisgarh,Koriya,2025-04,184,370
Chhattisgarh,Koriya,2025-05,210,347
Chhattisgarh,Koriya,2025-06,333,492
Chhattisgarh,Koriya,2025-07,205,298
Chhattisgarh,Koriya,2025-08,379,540
Chhattisgarh,Koriya,2025-09,609,681
Chhattisgarh,Koriya,2025-10,415,657
Chhattisgarh,Koriya,2025-11,600,823
Chhattisgarh,Koriya,2025-12,532,739
Chhattisgarh,Mahasamund,2025-01,12475,50788
Chhattisgarh,Mahasamund,2025-02,1020,799
Chhattisgarh,Mahasamund,2025-03,881,870
Chhattisgarh,Mahasamund,2025-04,309,522
Chhattisgarh,Mahasamund,2025-05,438,431
Chhattisgarh,Mahasamund,2025-06,777,722
Chhattisgarh,Mahasamund,2025-07,415,434
Chhattisgarh,Mahasamund,2025-08,572,564
Chhattisgarh,Mahasamund,2025-09,851,880
Chhattisgarh,Mahasamund,2025-10,669,774
Chhattisgarh,Mahasamund,2025-11,817,876
Chhattisgarh,Mahasamund,2025-12,696,835
Chhattisgarh,Manendragarhchirmiribharatpur,2025-01,44,268
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-01,2,18
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-02,2,14
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-03,4,19
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-04,3,10
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-05,0,5
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-06,1,9
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-07,2,5
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-08,0,25
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,2,11
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,3,14
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,0,17
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,3,8
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-01,0,1
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-02,2,2
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-03,0,1
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-04,0,3
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-05,1,0
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-06,1,1
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-07,1,1
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-08,2,0
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-09,0,3
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-10,2,0
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-11,1,1
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,2025-12,0,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-01,733,3033
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-02,24,27
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-03,16,32
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-04,9,25
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-05,7,8
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-06,11,22
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-07,8,14
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-08,16,16
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-09,11,29
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-10,14,26
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-11,15,27
Chhattisgarh,Mohla Manpur Ambagarh Chouki,2025-12,5,29
Chhattisgarh,Mungeli,2025-01,9708,32480
Chhattisgarh,Mungeli,2025-02,469,996
Chhattisgarh,Mungeli,2025-03,542,1118
Chhattisgarh,Mungeli,2025-04,392,404
Chhattisgarh,Mungeli,2025-05,438,603
Chhattisgarh,Mungeli,2025-06,701,852
Chhattisgarh,Mungeli,2025-07,505,614
Chhattisgarh,Mungeli,2025-08,730,676
Chhattisgarh,Mungeli,2025-09,1122,1048
Chhattisgarh,Mungeli,2025-10,818,869
Chhattisgarh,Mungeli,2025-11,1039,1021
Chhattisgarh,Mungeli,2025-12,869,861
Chhattisgarh,Narayanpur,2025-01,3078,10584
Chhattisgarh,Narayanpur,2025-02,125,188
Chhattisgarh,Narayanpur,2025-03,152,260
Chhattisgarh,Narayanpur,2025-04,256,142
Chhattisgarh,Narayanpur,2025-05,207,115
Chhattisgarh,Narayanpur,2025-06,132,166
Chhattisgarh,Narayanpur,2025-07,147,82
Chhattisgarh,Narayanpur,2025-08,97,145
Chhattisgarh,Narayanpur,2025-09,182,252
Chhattisgarh,Narayanpur,2025-10,187,232
Chhattisgarh,Narayanpur,2025-11,260,228
Chhattisgarh,Narayanpur,2025-12,248,182
Chhattisgarh,Raigarh,2025-01,15366,73194
Chhattisgarh,Raigarh,2025-02,971,2789
Chhattisgarh,Raigarh,2025-03,1040,2962
Chhattisgarh,Raigarh,2025-04,551,1630
Chhattisgarh,Raigarh,2025-05,747,1820
Chhattisgarh,Raigarh,2025-06,1141,2903
Chhattisgarh,Raigarh,2025-07,574,1557
Chhattisgarh,Raigarh,2025-08,748,2233
Chhattisgarh,Raigarh,2025-09,1171,2787
Chhattisgarh,Raigarh,2025-10,752,2506
Chhattisgarh,Raigarh,2025-11,1186,3016
Chhattisgarh,Raigarh,2025-12,1059,2902
Chhattisgarh,Raipur,2025-01,23442,86646
Chhattisgarh,Raipur,2025-02,1223,2069
Chhattisgarh,Raipur,2025-03,1067,1942
Chhattisgarh,Raipur,2025-04,693,1466
Chhattisgarh,Raipur,2025-05,815,1077
Chhattisgarh,Raipur,2025-06,1392,1794
Chhattisgarh,Raipur,2025-07,736,942
Chhattisgarh,Raipur,2025-08,1173,1596
Chhattisgarh,Raipur,2025-09,1778,2222
Chhattisgarh,Raipur,2025-10,1504,1990
Chhattisgarh,Raipur,2025-11,1960,2494
Chhattisgarh,Raipur,2025-12,1849,2312
Chhattisgarh,Rajnandgaon,2025-01,19970,72113
Chhattisgarh,Rajnandgaon,2025-02,1755,1462
Chhattisgarh,Rajnandgaon,2025-03,1804,1456
Chhattisgarh,Rajnandgaon,2025-04,942,975
Chhattisgarh,Rajnandgaon,2025-05,1005,686
Chhattisgarh,Rajnandgaon,2025-06,1476,1015
Chhattisgarh,Rajnandgaon,2025-07,884,614
Chhattisgarh,Rajnandgaon,2025-08,1271,1188
Chhattisgarh,Rajnandgaon,2025-09,1628,1355
Chhattisgarh,Rajnandgaon,2025-10,1377,1083
Chhattisgarh,Rajnandgaon,2025-11,1661,1459
Chhattisgarh,Rajnandgaon,2025-12,1183,1225
Chhattisgarh,Sakti,2025-01,421,2593
Chhattisgarh,Sakti,2025-02,7,50
Chhattisgarh,Sakti,2025-03,17,59
Chhattisgarh,Sakti,2025-04,6,17
Chhattisgarh,Sakti,2025-05,7,19
Chhattisgarh,Sakti,2025-06,10,23
Chhattisgarh,Sakti,2025-07,5,21
Chhattisgarh,Sakti,2025-08,11,35
Chhattisgarh,Sakti,2025-09,11,39
Chhattisgarh,Sakti,2025-10,10,43
Chhattisgarh,Sakti,2025-11,13,56
Chhattisgarh,Sakti,2025-12,8,44
Chhattisgarh,Sarangarh Bilaigarh,2025-01,5,63
Chhattisgarh,Sarangarh Bilaigarh,2025-02,5,42
Chhattisgarh,Sarangarh Bilaigarh,2025-03,6,69
Chhattisgarh,Sarangarh Bilaigarh,2025-04,2,27
Chhattisgarh,Sarangarh Bilaigarh,2025-05,2,31
Chhattisgarh,Sarangarh Bilaigarh,2025-06,4,36
Chhattisgarh,Sarangarh Bilaigarh,2025-07,1,27
Chhattisgarh,Sarangarh Bilaigarh,2025-08,4,39
Chhattisgarh,Sarangarh Bilaigarh,2025-09,9,41
Chhattisgarh,Sarangarh Bilaigarh,2025-10,1,20
Chhattisgarh,Sarangarh Bilaigarh,2025-11,4,41
