state,district,month,demographic_pressure_index
Gujarat,Panchmahals,2025-08,0.07520763012777415
Gujarat,Panchmahals,2025-09,-0.7458362730915951
Gujarat,Panchmahals,2025-10,0.787228842398922
Gujarat,Panchmahals,2025-11,1.3819110932107754
Gujarat,Panchmahals,2025-12,-0.69956509503327
Gujarat,Patan,2025-01,-1.0841477854059542
Gujarat,Patan,2025-02,1.97763205625199
Gujarat,Patan,2025-03,0.8857777696495956
Gujarat,Patan,2025-04,0.413132177613061
Gujarat,Patan,2025-05,0.45937687954207646
Gujarat,Patan,2025-06,-1.4011007624314271
Gujarat,Patan,2025-07,-1.0769976581738543
Gujarat,Patan,2025-08,-0.2668805175494476
Gujarat,Patan,2025-09,-0.7050023241057595
Gujarat,Patan,2025-10,-0.4706737939544872
Gujarat,Patan,2025-11,-0.08300045613485776
Gujarat,Patan,2025-12,1.3518844146990674
Gujarat,Porbandar,2025-01,-1.8149907126705231
Gujarat,Porbandar,2025-02,2.4758860510608764
Gujarat,Porbandar,2025-03,-0.41072041698924017
Gujarat,Porbandar,2025-04,0.6087179021183581
Gujarat,Porbandar,2025-05,0.3281589574586013
Gujarat,Porbandar,2025-06,-1.1878836968488866
Gujarat,Porbandar,2025-07,-0.3391031111757767
Gujarat,Porbandar,2025-08,0.16873383706515524
Gujarat,Porbandar,2025-09,-0.4803971248387256
Gujarat,Porbandar,2025-10,0.18287153642080087
Gujarat,Porbandar,2025-11,0.2458485608232198
Gujarat,Porbandar,2025-12,0.2228782175761372
Gujarat,Rajkot,2025-01,-0.6577994108139738
Gujarat,Rajkot,2025-02,1.9962338127649721
Gujarat,Rajkot,2025-03,-0.37907589887201043
Gujarat,Rajkot,2025-04,-0.35380929114455006
Gujarat,Rajkot,2025-05,0.2773287050873924
Gujarat,Rajkot,2025-06,-0.8954242320934261
Gujarat,Rajkot,2025-07,-1.7856584797094202
Gujarat,Rajkot,2025-08,1.3513196369207252
Gujarat,Rajkot,2025-09,-0.4107058008515583
Gujarat,Rajkot,2025-10,-0.1773045376192069
Gujarat,Rajkot,2025-11,-0.06757485088147765
Gujarat,Rajkot,2025-12,1.1024703472125315
Gujarat,Sabar Kantha,2025-01,0.8811524229870938
Gujarat,Sabar Kantha,2025-02,1.3938229236341304
Gujarat,Sabar Kantha,2025-03,-0.742304162395188
Gujarat,Sabar Kantha,2025-04,-0.05874349486580611
Gujarat,Sabar Kantha,2025-05,-2.1094254974539517
Gujarat,Sabar Kantha,2025-06,-0.6568590789540154
Gujarat,Sabar Kantha,2025-07,-0.144188578306979
Gujarat,Sabar Kantha,2025-08,-0.5927752663731358
Gujarat,Sabar Kantha,2025-09,1.137487673310612
Gujarat,Sabar Kantha,2025-10,1.3938229236341304
Gujarat,Sabar Kantha,2025-11,-0.01602095314521989
Gujarat,Sabar Kantha,2025-12,-0.48596891207166987
Gujarat,Sabarkantha,2025-01,-2.149345191179972
Gujarat,Sabarkantha,2025-02,-0.09099002432945322
Gujarat,Sabarkantha,2025-03,0.0018941778563102698
Gujarat,Sabarkantha,2025-04,1.774958615568547
Gujarat,Sabarkantha,2025-05,-0.5717373215517427
Gujarat,Sabarkantha,2025-06,-1.020749486319925
Gujarat,Sabarkantha,2025-07,-0.7366548814475722
Gujarat,Sabarkantha,2025-08,0.5294252105375752
Gujarat,Sabarkantha,2025-09,0.4143696687572992
Gujarat,Sabarkantha,2025-10,1.250983411405037
Gujarat,Sabarkantha,2025-11,0.5380957396515387
Gujarat,Sabarkantha,2025-12,0.059750081052350947
Gujarat,Surat,2025-01,-1.7880341919051226
Gujarat,Surat,2025-02,1.1759983204819655
Gujarat,Surat,2025-03,0.4487960301018896
Gujarat,Surat,2025-04,0.07586589756088614
Gujarat,Surat,2025-05,0.07037458150922173
Gujarat,Surat,2025-06,-1.4576894752084077
Gujarat,Surat,2025-07,-0.9792830610693161
Gujarat,Surat,2025-08,-0.3190236225877816
Gujarat,Surat,2025-09,-0.2560830416042689
Gujarat,Surat,2025-10,1.7527689938217546
Gujarat,Surat,2025-11,0.4511860697793516
Gujarat,Surat,2025-12,0.8251234991198053
Gujarat,Surendra Nagar,2025-01,-1.207389173365405
Gujarat,Surendra Nagar,2025-02,-0.07885381915116803
Gujarat,Surendra Nagar,2025-03,-0.38340717251001566
Gujarat,Surendra Nagar,2025-04,1.8321625915572384
Gujarat,Surendra Nagar,2025-05,-1.0822499504953644
Gujarat,Surendra Nagar,2025-06,-0.8514964338847142
Gujarat,Surendra Nagar,2025-07,-1.3005202070051205
Gujarat,Surendra Nagar,2025-08,0.09523868932623397
Gujarat,Surendra Nagar,2025-09,-0.08086460019146366
Gujarat,Surendra Nagar,2025-10,0.7367644067104239
Gujarat,Surendra Nagar,2025-11,1.47130755433864
Gujarat,Surendra Nagar,2025-12,0.8493081146707167
Gujarat,Surendranagar,2025-01,1.1905170479887324
Gujarat,Surendranagar,2025-02,1.1905170479887324
Gujarat,Surendranagar,2025-03,-0.5480157839948133
Gujarat,Surendranagar,2025-04,-1.6062531599847976
Gujarat,Surendranagar,2025-05,-0.17007386399839033
Gujarat,Surendranagar,2025-06,1.9464008879815782
Gujarat,Surendranagar,2025-07,-0.17007386399839033
Gujarat,Surendranagar,2025-08,-1.15272285598909
Gujarat,Surendranagar,2025-09,0.4346332079958864
Gujarat,Surendranagar,2025-10,-0.9259577039912362
Gujarat,Surendranagar,2025-11,0.05669128799946344
Gujarat,Surendranagar,2025-12,-0.24566224799767492
Gujarat,Tapi,2025-01,-1.079406062914921
Gujarat,Tapi,2025-02,1.883830180124638
Gujarat,Tapi,2025-03,-0.03709859239745981
Gujarat,Tapi,2025-04,1.7059197826695551
Gujarat,Tapi,2025-05,-0.8490712030048294
Gujarat,Tapi,2025-06,-1.1851241759755418
Gujarat,Tapi,2025-07,-1.2440828542019353
Gujarat,Tapi,2025-08,0.609085398359209
Gujarat,Tapi,2025-09,-0.2696269224045942
Gujarat,Tapi,2025-10,0.49875211788618823
Gujarat,Tapi,2025-11,-0.08115659176723251
Gujarat,Tapi,2025-12,0.047978923626929265
Gujarat,The Dangs,2025-01,-0.689415089144089
Gujarat,The Dangs,2025-02,0.22080870901217794
Gujarat,The Dangs,2025-03,0.07718169594071705
Gujarat,The Dangs,2025-04,1.16768309148329
Gujarat,The Dangs,2025-05,-0.9154405499531569
Gujarat,The Dangs,2025-06,-0.9045447075822184
Gujarat,The Dangs,2025-07,-0.9441659525674491
Gujarat,The Dangs,2025-08,0.02664626541557323
Gujarat,The Dangs,2025-09,-0.5058375867493611
Gujarat,The Dangs,2025-10,2.6807062820932295
Gujarat,The Dangs,2025-11,0.10909880995659721
Gujarat,The Dangs,2025-12,-0.32272096790531124
Gujarat,Vadodara,2025-01,-0.1621531053086928
Gujarat,Vadodara,2025-02,1.1469683492622345
Gujarat,Vadodara,2025-03,-0.05220623374199212
Gujarat,Vadodara,2025-04,0.44226857218660703
Gujarat,Vadodara,2025-05,-0.8659207784875615
Gujarat,Vadodara,2025-06,-1.9143685067604808
Gujarat,Vadodara,2025-07,-1.3701915897979646
Gujarat,Vadodara,2025-08,-0.11402150430992652
Gujarat,Vadodara,2025-09,0.5051343144645885
Gujarat,Vadodara,2025-10,1.7735352900183983
Gujarat,Vadodara,2025-11,0.8381821186968635
Gujarat,Vadodara,2025-12,-0.22722692622208407
Gujarat,Valsad,2025-01,-2.1099280925512947
Gujarat,Valsad,2025-02,0.940754215954506
Gujarat,Valsad,2025-03,0.6418379740657177
Gujarat,Valsad,2025-04,1.0525971998999826
Gujarat,Valsad,2025-05,0.10937737036393626
Gujarat,Valsad,2025-06,-1.2742455145725151
Gujarat,Valsad,2025-07,0.1259855714277454
Gujarat,Valsad,2025-08,0.14353175686189124
Gujarat,Valsad,2025-09,-1.0983240383063724
Gujarat,Valsad,2025-10,0.9613402679412472
Gujarat,Valsad,2025-11,1.0320126016278095
Gujarat,Valsad,2025-12,-0.5249393127126614
Haryana,Ambala,2025-01,-1.0214085353737525
Haryana,Ambala,2025-02,0.5028415788994236
Haryana,Ambala,2025-03,0.24552919779522284
Haryana,Ambala,2025-04,-1.1073451137523027
Haryana,Ambala,2025-05,1.9608513165705632
Haryana,Ambala,2025-06,-1.5578289215321348
Haryana,Ambala,2025-07,0.8262486701024048
Haryana,Ambala,2025-08,0.4788672706167681
Haryana,Ambala,2025-09,-0.6246047551567447
Haryana,Ambala,2025-10,0.43622343238501143
Haryana,Ambala,2025-11,0.8368053698018739
Haryana,Ambala,2025-12,-0.9761795103563378
Haryana,Bhiwani,2025-01,-0.44665045166838924
Haryana,Bhiwani,2025-02,-0.8118984908229078
Haryana,Bhiwani,2025-03,0.5470057636279831
Haryana,Bhiwani,2025-04,-0.16856263891169335
Haryana,Bhiwani,2025-05,-0.9969933130767509
Haryana,Bhiwani,2025-06,0.3430003054135062
Haryana,Bhiwani,2025-07,1.2831485802773586
Haryana,Bhiwani,2025-08,-0.4758180231672404
Haryana,Bhiwani,2025-09,-0.0872494638264215
Haryana,Bhiwani,2025-10,-0.19194256831268242
Haryana,Bhiwani,2025-11,-1.4047309743258878
Haryana,Bhiwani,2025-12,2.410691274793127
Haryana,Charkhi Dadri,2025-01,-0.013381448589605445
Haryana,Charkhi Dadri,2025-02,0.5914559076692393
Haryana,Charkhi Dadri,2025-03,1.209907833346882
Haryana,Charkhi Dadri,2025-04,2.115973154568159
Haryana,Charkhi Dadri,2025-05,-1.000077496174171
Haryana,Charkhi Dadri,2025-06,-0.36427675570155255
Haryana,Charkhi Dadri,2025-07,-1.0344741549994012
Haryana,Charkhi Dadri,2025-08,-0.17850865193640428
Haryana,Charkhi Dadri,2025-09,-1.46741821139336
Haryana,Charkhi Dadri,2025-10,0.9651501267988302
Haryana,Charkhi Dadri,2025-11,-0.5691754500983419
Haryana,Charkhi Dadri,2025-12,-0.2551748534902749
Haryana,Faridabad,2025-01,-1.4175510811620327
Haryana,Faridabad,2025-02,0.09675310034297673
Haryana,Faridabad,2025-03,-0.5576847459266321
Haryana,Faridabad,2025-04,2.3645257336738563
Haryana,Faridabad,2025-05,-0.7774859662622693
Haryana,Faridabad,2025-06,-0.2893008936498229
Haryana,Faridabad,2025-07,0.020878505766367846
Haryana,Faridabad,2025-08,1.4037944702923009
Haryana,Faridabad,2025-09,-0.8840203759868156
Haryana,Faridabad,2025-10,0.03269371012348228
Haryana,Faridabad,2025-11,-0.5608029295205929
Haryana,Faridabad,2025-12,0.5682004723091845
Haryana,Fatehabad,2025-01,0.0717956197119099
Haryana,Fatehabad,2025-02,-0.8217730344797379
Haryana,Fatehabad,2025-03,0.1108366607236729
Haryana,Fatehabad,2025-04,1.4797131611986183
Haryana,Fatehabad,2025-05,-1.4348803445973177
Haryana,Fatehabad,2025-06,-0.4975528950429697
Haryana,Fatehabad,2025-07,0.7617709406698002
Haryana,Fatehabad,2025-08,-0.677942525563988
Haryana,Fatehabad,2025-09,-0.024218103241437926
Haryana,Fatehabad,2025-10,-0.446778207825485
Haryana,Fatehabad,2025-11,-0.7567110434734352
Haryana,Fatehabad,2025-12,2.235739771920362
Haryana,Gurgaon,2025-01,0.17223932559388755
Haryana,Gurgaon,2025-02,-1.3996321813174941
Haryana,Gurgaon,2025-03,0.7164846192302764
Haryana,Gurgaon,2025-04,-1.1948059019613348
Haryana,Gurgaon,2025-05,-0.6711846825755335
Haryana,Gurgaon,2025-06,-0.15235337065676927
Haryana,Gurgaon,2025-07,0.7400841093193551
Haryana,Gurgaon,2025-08,0.6412420891410716
Haryana,Gurgaon,2025-09,-0.22674875539723668
Haryana,Gurgaon,2025-10,-1.0335843735535277
Haryana,Gurgaon,2025-11,0.059965742074685094
Haryana,Gurgaon,2025-12,2.348293380102603
Haryana,Hisar,2025-01,0.3002358898680066
Haryana,Hisar,2025-02,-1.2408524800014855
Haryana,Hisar,2025-03,-1.4525088088785036
Haryana,Hisar,2025-04,-0.5791063816777847
Haryana,Hisar,2025-05,-0.23282869353547544
Haryana,Hisar,2025-06,-0.36721092346696743
Haryana,Hisar,2025-07,2.610871077348523
Haryana,Hisar,2025-08,0.7437687359022469
Haryana,Hisar,2025-09,0.1659234826083249
Haryana,Hisar,2025-10,-0.029428135448319754
Haryana,Hisar,2025-11,-0.368333251105796
Haryana,Hisar,2025-12,0.449469488387223
Haryana,Jhajjar,2025-01,-0.17845530337367282
Haryana,Jhajjar,2025-02,-0.883810482577715
Haryana,Jhajjar,2025-03,0.08480315809274344
Haryana,Jhajjar,2025-04,0.35341027374887196
Haryana,Jhajjar,2025-05,0.31843962129014625
Haryana,Jhajjar,2025-06,1.1249000484291822
Haryana,Jhajjar,2025-07,-0.9011618832078946
Haryana,Jhajjar,2025-08,-0.41669540295450047
Haryana,Jhajjar,2025-09,-1.5427610368896538
Haryana,Jhajjar,2025-10,-0.620105133759788
Haryana,Jhajjar,2025-11,0.23615637279662227
Haryana,Jhajjar,2025-12,2.4252797684056473
Haryana,Jind,2025-01,-0.13597648387803232
Haryana,Jind,2025-02,0.2788510739353382
Haryana,Jind,2025-03,-0.19229149719396146
Haryana,Jind,2025-04,-1.4098862325196122
Haryana,Jind,2025-05,-1.6606443885808986
Haryana,Jind,2025-06,-0.6154449187726762
Haryana,Jind,2025-07,-0.5689716719606017
Haryana,Jind,2025-08,0.857540053895018
Haryana,Jind,2025-09,1.6073758592503742
Haryana,Jind,2025-10,0.8832988198329149
Haryana,Jind,2025-11,-0.48690536634054454
Haryana,Jind,2025-12,1.4430547523326942
Haryana,Kaithal,2025-01,1.5112994437517275
Haryana,Kaithal,2025-02,1.2615437040992656
Haryana,Kaithal,2025-03,-0.1269846995331284
Haryana,Kaithal,2025-04,-1.2495606974266236
Haryana,Kaithal,2025-05,-1.7853504309059975
Haryana,Kaithal,2025-06,0.15531339031042246
Haryana,Kaithal,2025-07,0.7233776054992881
Haryana,Kaithal,2025-08,-0.5023497145027399
Haryana,Kaithal,2025-09,0.6361259123166846
Haryana,Kaithal,2025-10,0.4407481255966794
Haryana,Kaithal,2025-11,-1.3671146856985543
Haryana,Kaithal,2025-12,0.30295204649296886
Haryana,Karnal,2025-01,0.5350383545206351
Haryana,Karnal,2025-02,0.11800849679880718
Haryana,Karnal,2025-03,-0.9004581378353553
Haryana,Karnal,2025-04,-0.7883652773384521
Haryana,Karnal,2025-05,-0.3254196390251717
Haryana,Karnal,2025-06,-1.1225122908452752
Haryana,Karnal,2025-07,-0.934488413460681
Haryana,Karnal,2025-08,0.1602989781957645
Haryana,Karnal,2025-09,-0.813910665551012
Haryana,Karnal,2025-10,0.9620801597490386
Haryana,Karnal,2025-11,2.4434815155195926
Haryana,Karnal,2025-12,0.6662469192720903
Haryana,Kurukshetra,2025-01,0.0022304431934713903
Haryana,Kurukshetra,2025-02,-1.6946510052516812
Haryana,Kurukshetra,2025-03,0.8115662753178302
Haryana,Kurukshetra,2025-04,1.6714588293967143
Haryana,Kurukshetra,2025-05,-1.1000266210675573
Haryana,Kurukshetra,2025-06,-0.46896635932777975
Haryana,Kurukshetra,2025-07,1.5058810479990534
Haryana,Kurukshetra,2025-08,0.473574448714573
Haryana,Kurukshetra,2025-09,-1.1034797551947244
Haryana,Kurukshetra,2025-10,0.4819874014487149
Haryana,Kurukshetra,2025-11,-0.5504113623793578
Haryana,Kurukshetra,2025-12,-0.029163342849258596
Haryana,Mahendragarh,2025-01,0.5217195909000765
Haryana,Mahendragarh,2025-02,-0.29297935029397904
Haryana,Mahendragarh,2025-03,0.8092086134302561
Haryana,Mahendragarh,2025-04,0.6701958649417787
Haryana,Mahendragarh,2025-05,-1.4612913570055441
Haryana,Mahendragarh,2025-06,-0.08046197723900028
Haryana,Mahendragarh,2025-07,0.5644383794519673
Haryana,Mahendragarh,2025-08,0.6641682362351052
Haryana,Mahendragarh,2025-09,-0.8921602771017673
Haryana,Mahendragarh,2025-10,-0.8516016988477545
Haryana,Mahendragarh,2025-11,-1.5655064189879246
Haryana,Mahendragarh,2025-12,1.9142703945167745
Haryana,Mewat,2025-01,-1.232819789769788
Haryana,Mewat,2025-02,2.1524299439743775
Haryana,Mewat,2025-03,0.39656940497005033
Haryana,Mewat,2025-04,-0.6091716446672549
Haryana,Mewat,2025-05,-0.8165772059550024
Haryana,Mewat,2025-06,0.16629291538271873
Haryana,Mewat,2025-07,0.5141503347650144
Haryana,Mewat,2025-08,0.8926743452919227
Haryana,Mewat,2025-09,-0.949398047338313
Haryana,Mewat,2025-10,-0.7078568796875403
Haryana,Mewat,2025-11,-0.938033341870939
Haryana,Mewat,2025-12,1.1317399649047477
Haryana,Palwal,2025-01,-0.6864844675891838
Haryana,Palwal,2025-02,0.6755156057721241
Haryana,Palwal,2025-03,0.17206273475912032
Haryana,Palwal,2025-04,0.5729585329845437
Haryana,Palwal,2025-05,0.5347710301657553
Haryana,Palwal,2025-06,0.2975998170069315
Haryana,Palwal,2025-07,-2.67889677951298
Haryana,Palwal,2025-08,-0.6693988956758491
Haryana,Palwal,2025-09,-0.23826590577749107
Haryana,Palwal,2025-10,1.5953412380497738
Haryana,Palwal,2025-11,0.32026654057825843
Haryana,Palwal,2025-12,0.1045305492390141
Haryana,Panchkula,2025-01,-1.4723579842752899
Haryana,Panchkula,2025-02,-0.5220247593154773
Haryana,Panchkula,2025-03,-0.5916440307917469
Haryana,Panchkula,2025-04,-1.0199538966131467
Haryana,Panchkula,2025-05,1.2648698752421164
Haryana,Panchkula,2025-06,-1.4742515053626157
Haryana,Panchkula,2025-07,1.5085373254090613
Haryana,Panchkula,2025-08,0.3080965539651302
Haryana,Panchkula,2025-09,0.3022970401854628
Haryana,Panchkula,2025-10,-0.23774606745404167
Haryana,Panchkula,2025-11,1.0259802182156996
Haryana,Panchkula,2025-12,0.9081972307948494
Haryana,Panipat,2025-01,-1.0526866113015008
Haryana,Panipat,2025-02,0.9240579632488608
Haryana,Panipat,2025-03,-1.1549950635586288
Haryana,Panipat,2025-04,1.2273206003801302
Haryana,Panipat,2025-05,0.0946979257045941
Haryana,Panipat,2025-06,-0.6168570699025334
Haryana,Panipat,2025-07,-1.7796484744723038
Haryana,Panipat,2025-08,0.724374665671856
Haryana,Panipat,2025-09,-0.7376598506897516
Haryana,Panipat,2025-10,1.0520629893962967
Haryana,Panipat,2025-11,0.11424408532824108
Haryana,Panipat,2025-12,1.2050888401947433
Haryana,Rewari,2025-01,-0.3539013557062267
Haryana,Rewari,2025-02,1.4693775020674633
Haryana,Rewari,2025-03,0.5233081471769047
Haryana,Rewari,2025-04,1.4592081777827575
Haryana,Rewari,2025-05,0.6639670187188165
Haryana,Rewari,2025-06,-0.7797181123816191
Haryana,Rewari,2025-07,0.8265769943542468
Haryana,Rewari,2025-08,-1.0508559022847603
Haryana,Rewari,2025-09,-1.6806723883628012
Haryana,Rewari,2025-10,-1.000064250181693
Haryana,Rewari,2025-11,-0.6079983513636289
Haryana,Rewari,2025-12,0.5307725201805379
Haryana,Rohtak,2025-01,0.36793647588860007
Haryana,Rohtak,2025-02,-0.4017390190567832
Haryana,Rohtak,2025-03,-0.21429419614050071
Haryana,Rohtak,2025-04,-1.3645732419927152
Haryana,Rohtak,2025-05,0.5856441272825472
Haryana,Rohtak,2025-06,0.9443353328032007
Haryana,Rohtak,2025-07,1.0904687869042096
Haryana,Rohtak,2025-08,0.1552146806577619
Haryana,Rohtak,2025-09,-1.157738199265135
Haryana,Rohtak,2025-10,-0.12338167861222292
Haryana,Rohtak,2025-11,-1.6707738051206409
Haryana,Rohtak,2025-12,1.788900736651671
Haryana,Sirsa,2025-01,-0.4428600689115685
Haryana,Sirsa,2025-02,-0.3052153529124927
Haryana,Sirsa,2025-03,-1.0513167172503148
Haryana,Sirsa,2025-04,1.965211034025506
Haryana,Sirsa,2025-05,-1.4607355374989326
Haryana,Sirsa,2025-06,-0.07701387860698496
Haryana,Sirsa,2025-07,-1.029381489752514
Haryana,Sirsa,2025-08,-0.30681051124439723
Haryana,Sirsa,2025-09,0.9472995571961453
Haryana,Sirsa,2025-10,-0.2826895129388836
Haryana,Sirsa,2025-11,0.5831881405630013
Haryana,Sirsa,2025-12,1.4603243373314423
Haryana,Sonipat,2025-01,0.23464124994523075
Haryana,Sonipat,2025-02,0.3101577735969523
Haryana,Sonipat,2025-03,-0.8064902162776267
Haryana,Sonipat,2025-04,0.6520450593857116
Haryana,Sonipat,2025-05,0.354367336414463
Haryana,Sonipat,2025-06,0.3021133668725107
Haryana,Sonipat,2025-07,-0.715504083769328
Haryana,Sonipat,2025-08,0.159845260017411
Haryana,Sonipat,2025-09,-1.5592643724146635
Haryana,Sonipat,2025-10,-1.831979751423245
Haryana,Sonipat,2025-11,1.33581963096323
Haryana,Sonipat,2025-12,1.5642487466893489
Haryana,Yamuna Nagar,2025-01,-0.6343348281632116
Haryana,Yamuna Nagar,2025-02,-0.6332966008675044
Haryana,Yamuna Nagar,2025-03,-0.013356459620738842
Haryana,Yamuna Nagar,2025-04,1.4550312859643348
Haryana,Yamuna Nagar,2025-05,-0.8861578531288793
Haryana,Yamuna Nagar,2025-06,-0.07061180588525702
Haryana,Yamuna Nagar,2025-07,1.3378292106829563
Haryana,Yamuna Nagar,2025-08,1.4070386575091924
Haryana,Yamuna Nagar,2025-09,-1.6164969351647311
Haryana,Yamuna Nagar,2025-10,-1.2166992480157948
Haryana,Yamuna Nagar,2025-11,0.2828166148349798
Haryana,Yamuna Nagar,2025-12,0.5882379618546584
Haryana,Yamunanagar,2025-01,-1.1500218482153262
Haryana,Yamunanagar,2025-02,-0.5136985200961833
Haryana,Yamunanagar,2025-03,0.08285460001551322
Haryana,Yamunanagar,2025-04,-0.6330091441185226
Haryana,Yamunanagar,2025-05,0.3214758480601918
Haryana,Yamunanagar,2025-06,-0.5136985200961833
Haryana,Yamunanagar,2025-07,-0.394387896073844
Haryana,Yamunanagar,2025-08,-0.5136985200961833
Haryana,Yamunanagar,2025-09,-0.7523197681408619
Haryana,Yamunanagar,2025-10,1.3952714642612456
Haryana,Yamunanagar,2025-11,2.5883777044846386
Haryana,Yamunanagar,2025-12,0.08285460001551322
Himachal Pradesh,Bilaspur,2025-01,-0.13666562090259818
Himachal Pradesh,Bilaspur,2025-02,-0.4421541798164821
Himachal Pradesh,Bilaspur,2025-03,-1.1905900727030352
Himachal Pradesh,Bilaspur,2025-04,2.753554656816606
Himachal Pradesh,Bilaspur,2025-05,0.005182927158403724
Himachal Pradesh,Bilaspur,2025-06,0.18743137814817193
Himachal Pradesh,Bilaspur,2025-07,-0.8678739380592485
Himachal Pradesh,Bilaspur,2025-08,-0.5466015534880375
Himachal Pradesh,Bilaspur,2025-09,0.01619794342701617
Himachal Pradesh,Bilaspur,2025-10,0.8195152915015751
Himachal Pradesh,Bilaspur,2025-11,0.3523228338055812
Himachal Pradesh,Bilaspur,2025-12,-0.9503196658879529
Himachal Pradesh,Chamba,2025-01,-0.46508272009987933
Himachal Pradesh,Chamba,2025-02,-1.7767194882856687
Himachal Pradesh,Chamba,2025-03,-1.4929616680894413
Himachal Pradesh,Chamba,2025-04,-0.4876490723876988
Himachal Pradesh,Chamba,2025-05,1.303742967555613
Himachal Pradesh,Chamba,2025-06,-0.01624330760445773
Himachal Pradesh,Chamba,2025-07,-0.9763116923500652
Himachal Pradesh,Chamba,2025-08,0.7555115639963748
Himachal Pradesh,Chamba,2025-09,1.2099689500514987
Himachal Pradesh,Chamba,2025-10,1.0221235574379424
Himachal Pradesh,Chamba,2025-11,0.44029626055744103
Himachal Pradesh,Chamba,2025-12,0.4833246492183391
Himachal Pradesh,Hamirpur,2025-01,0.5102511088949938
Himachal Pradesh,Hamirpur,2025-02,-1.1359709513630285
Himachal Pradesh,Hamirpur,2025-03,-0.850343693255977
Himachal Pradesh,Hamirpur,2025-04,1.6888123586486619
Himachal Pradesh,Hamirpur,2025-05,-0.4847182681840306
Himachal Pradesh,Hamirpur,2025-06,0.674128418060951
Himachal Pradesh,Hamirpur,2025-07,-1.6435649544290123
Himachal Pradesh,Hamirpur,2025-08,1.5123455863725381
Himachal Pradesh,Hamirpur,2025-09,-0.6322078464333919
Himachal Pradesh,Hamirpur,2025-10,0.287846189312624
Himachal Pradesh,Hamirpur,2025-11,0.6329046228980861
Himachal Pradesh,Hamirpur,2025-12,-0.5594825705224165
Himachal Pradesh,Kangra,2025-01,-0.20987109722097103
Himachal Pradesh,Kangra,2025-02,0.16664461347305712
Himachal Pradesh,Kangra,2025-03,-0.9194432114683024
Himachal Pradesh,Kangra,2025-04,0.319750961302198
Himachal Pradesh,Kangra,2025-05,0.9700593826288871
Himachal Pradesh,Kangra,2025-06,-1.37235348068843
Himachal Pradesh,Kangra,2025-07,-1.8053734562730723
Himachal Pradesh,Kangra,2025-08,0.32163870991268034
Himachal Pradesh,Kangra,2025-09,0.8890120422855017
Himachal Pradesh,Kangra,2025-10,1.9672311236394728
Himachal Pradesh,Kangra,2025-11,0.035667500304763185
Himachal Pradesh,Kangra,2025-12,-0.362963087895781
Himachal Pradesh,Kinnaur,2025-01,0.03850089417893443
Himachal Pradesh,Kinnaur,2025-02,-1.058688006200649
Himachal Pradesh,Kinnaur,2025-03,-0.6015259643758225
Himachal Pradesh,Kinnaur,2025-04,-0.11665713213737025
Himachal Pradesh,Kinnaur,2025-05,1.337949364577986
Himachal Pradesh,Kinnaur,2025-06,-1.1833685630619653
Himachal Pradesh,Kinnaur,2025-07,-1.0863947966142746
Himachal Pradesh,Kinnaur,2025-08,0.7367120126023055
Himachal Pradesh,Kinnaur,2025-09,1.5318968974733673
Himachal Pradesh,Kinnaur,2025-10,1.4349231310256767
Himachal Pradesh,Kinnaur,2025-11,0.053046959146087945
Himachal Pradesh,Kinnaur,2025-12,-1.0863947966142746
Himachal Pradesh,Kullu,2025-01,-0.5642123383812364
Himachal Pradesh,Kullu,2025-02,-0.245585099601036
Himachal Pradesh,Kullu,2025-03,-1.5748055580732583
Himachal Pradesh,Kullu,2025-04,0.5501982011948342
Himachal Pradesh,Kullu,2025-05,-0.7946570274228949
Himachal Pradesh,Kullu,2025-06,-0.7464594454011099
Himachal Pradesh,Kullu,2025-07,-0.15489754395478283
Himachal Pradesh,Kullu,2025-08,0.7058098023605639
Himachal Pradesh,Kullu,2025-09,-0.7582084404645922
Himachal Pradesh,Kullu,2025-10,2.420629036398802
Himachal Pradesh,Kullu,2025-11,0.6762272307326416
Himachal Pradesh,Kullu,2025-12,0.4859611826120718
Himachal Pradesh,Lahaul And Spiti,2025-02,-0.9159596204063665
Himachal Pradesh,Lahaul And Spiti,2025-03,0.3053198734687888
Himachal Pradesh,Lahaul And Spiti,2025-04,-0.6106397469375776
Himachal Pradesh,Lahaul And Spiti,2025-05,-0.9159596204063665
Himachal Pradesh,Lahaul And Spiti,2025-06,0.3053198734687888
Himachal Pradesh,Lahaul And Spiti,2025-07,2.7478788612190996
Himachal Pradesh,Lahaul And Spiti,2025-08,-0.3053198734687888
Himachal Pradesh,Lahaul And Spiti,2025-09,-0.3053198734687888
Himachal Pradesh,Lahaul And Spiti,2025-10,-0.9159596204063665
Himachal Pradesh,Lahaul And Spiti,2025-11,0.3053198734687888
Himachal Pradesh,Lahaul And Spiti,2025-12,0.3053198734687888
Himachal Pradesh,Lahul & Spiti,2025-01,0.5199040380573762
Himachal Pradesh,Lahul & Spiti,2025-02,-0.982040960775044
Himachal Pradesh,Lahul & Spiti,2025-03,-0.17330134601912542
Himachal Pradesh,Lahul & Spiti,2025-04,-0.6354382687367931
Himachal Pradesh,Lahul & Spiti,2025-05,-1.097575191454461
Himachal Pradesh,Lahul & Spiti,2025-06,-1.2131094221338778
Himachal Pradesh,Lahul & Spiti,2025-07,-0.17330134601912542
Himachal Pradesh,Lahul & Spiti,2025-08,1.4441778834927117
Himachal Pradesh,Lahul & Spiti,2025-09,0.7509724994162101
